Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2024,Orange,NC,Passenger,0,1,1,3,4,25
July 31 2017,Whatcom,WA,Truck,2,0,2,"41,662","41,664",0
December 31 2022,Whitman,WA,Passenger,110,67,177,"21,923","22,100",0.8
July 31 2020,Chelan,WA,Passenger,240,82,322,"54,226","54,548",0.59
August 31 2020,Jefferson,NY,Passenger,0,1,1,210,211,0.47
July 31 2023,Middlesex,MA,Passenger,2,1,3,70,73,4.11
February 29 2024,Plaquemines,LA,Passenger,1,1,2,15,17,11.76
June 30 2018,Kent,MI,Passenger,0,1,1,27,28,3.57
August 31 2023,Sacramento,CA,Truck,1,0,1,31,32,3.12
September 30 2021,Okanogan,WA,Passenger,67,44,111,"26,531","26,642",0.42
May 31 2017,Marion,OR,Passenger,1,0,1,178,179,0.56
December 31 2019,Fairfax,VA,Passenger,5,2,7,764,771,0.91
January 31 2023,Yakima,WA,Truck,8,0,8,"61,164","61,172",0.01
June 30 2021,El Dorado,CA,Passenger,1,0,1,35,36,2.78
June 30 2023,Lee,AL,Passenger,1,0,1,14,15,6.67
December 31 2023,Thurston,WA,Truck,91,0,91,"52,851","52,942",0.17
February 28 2017,Contra Costa,CA,Passenger,1,0,1,647,648,0.15
April 30 2022,Sarasota,FL,Passenger,2,0,2,33,35,5.71
November 30 2017,Whatcom,WA,Passenger,524,214,738,"1,44,634","1,45,372",0.51
April 30 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
August 31 2023,Cochise,AZ,Passenger,1,0,1,52,53,1.89
February 29 2024,James City,VA,Passenger,1,0,1,35,36,2.78
December 31 2023,Sacramento,CA,Passenger,1,1,2,135,137,1.46
June 30 2017,Tulare,CA,Passenger,1,0,1,199,200,0.5
September 30 2022,Kittitas,WA,Passenger,290,91,381,"29,598","29,979",1.27
April 30 2019,Kittitas,WA,Passenger,71,35,106,"29,487","29,593",0.36
September 30 2019,Alexandria,VA,Passenger,1,0,1,142,143,0.7
April 30 2021,St. Louis,MO,Passenger,1,0,1,92,93,1.08
January 31 2019,Richland,SC,Passenger,0,1,1,165,166,0.6
August 31 2023,Boulder,CO,Passenger,2,0,2,29,31,6.45
July 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
August 31 2020,King,WA,Passenger,"25,168","7,812","32,980","13,70,354","14,03,334",2.35
July 31 2017,Skagit,WA,Truck,1,0,1,"31,482","31,483",0
November 30 2023,San Juan,WA,Truck,22,0,22,"5,855","5,877",0.37
February 28 2017,Asotin,WA,Truck,0,0,0,"6,475","6,475",0
February 28 2022,Lewis,WA,Truck,0,0,0,"26,601","26,601",0
May 31 2019,Deschutes,OR,Passenger,3,0,3,165,168,1.79
May 31 2022,Santa Clara,CA,Passenger,12,1,13,250,263,4.94
January 31 2020,Maui,HI,Passenger,2,0,2,41,43,4.65
March 31 2021,Marion,IA,Passenger,1,0,1,1,2,50
June 30 2019,Guadalupe,TX,Passenger,1,0,1,78,79,1.27
February 28 2022,Ray,MO,Passenger,0,1,1,1,2,50
March 31 2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19
March 31 2019,Los Angeles,CA,Passenger,5,5,10,"1,113","1,123",0.89
June 30 2020,Cumberland,NC,Passenger,0,3,3,475,478,0.63
May 31 2020,Franklin,WA,Truck,0,0,0,"19,863","19,863",0
January 31 2022,Gwinnett,GA,Passenger,1,0,1,59,60,1.67
November 30 2019,Hawaii,HI,Passenger,1,0,1,60,61,1.64
July 31 2017,Flathead,MT,Passenger,1,0,1,61,62,1.61
July 31 2020,Jefferson,WA,Passenger,249,142,391,"24,732","25,123",1.56
November 30 2019,Stevens,WA,Truck,0,0,0,"18,794","18,794",0
September 30 2017,Lincoln,WA,Passenger,2,6,8,"7,562","7,570",0.11
June 30 2023,Wahkiakum,WA,Passenger,26,17,43,"3,036","3,079",1.4
May 31 2018,Okanogan,WA,Truck,0,0,0,"16,411","16,411",0
January 31 2024,Bartow,GA,Passenger,0,1,1,3,4,25
November 30 2021,Onslow,NC,Passenger,0,1,1,173,174,0.57
July 31 2023,Burlington,NJ,Passenger,2,2,4,89,93,4.3
July 31 2018,Prince George,VA,Passenger,0,1,1,75,76,1.32
June 30 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
May 31 2017,Wahkiakum,WA,Truck,0,0,0,"1,643","1,643",0
September 30 2022,Napa,CA,Passenger,0,1,1,13,14,7.14
April 30 2023,Essex,NJ,Passenger,2,0,2,9,11,18.18
April 30 2019,Clark,WA,Truck,0,0,0,"80,094","80,094",0
June 30 2021,Jefferson,WA,Passenger,330,184,514,"24,875","25,389",2.02
February 28 2022,Pacific,WA,Passenger,58,65,123,"16,015","16,138",0.76
November 30 2020,Prince William,VA,Passenger,2,3,5,224,229,2.18
September 30 2022,St. Louis,MO,Passenger,2,0,2,61,63,3.17
June 30 2018,Garfield,WA,Truck,0,0,0,949,949,0
August 31 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
November 30 2020,Skagit,WA,Truck,1,0,1,"32,706","32,707",0
August 31 2021,Kern,CA,Passenger,0,1,1,208,209,0.48
May 31 2019,Cumberland,NC,Passenger,0,2,2,516,518,0.39
September 30 2021,Montgomery,TN,Passenger,1,0,1,236,237,0.42
March 31 2018,Canyon,ID,Passenger,0,1,1,96,97,1.03
May 31 2021,Skamania,WA,Truck,0,0,0,"4,027","4,027",0
December 31 2020,Lewis,WA,Truck,0,0,0,"26,622","26,622",0
June 30 2018,Skagit,WA,Passenger,206,166,372,"90,481","90,853",0.41
July 31 2019,Mason,WA,Passenger,127,124,251,"47,303","47,554",0.53
February 29 2024,Maricopa,AZ,Passenger,5,2,7,521,528,1.33
January 31 2022,,,Passenger,5,2,7,317,324,2.16
April 30 2022,Bexar,TX,Passenger,3,4,7,483,490,1.43
April 30 2020,Denton,TX,Passenger,1,0,1,94,95,1.05
June 30 2019,Klamath,OR,Passenger,1,0,1,40,41,2.44
September 30 2023,Mason,WA,Passenger,498,216,714,"46,059","46,773",1.53
August 31 2020,Fulton,GA,Passenger,1,2,3,101,104,2.88
September 30 2022,Platte,MO,Passenger,1,0,1,24,25,4
June 30 2022,Grant,WA,Passenger,175,99,274,"66,763","67,037",0.41
June 30 2023,Pierce,WA,Truck,164,0,164,"1,37,223","1,37,387",0.12
July 31 2022,Adams,WA,Truck,1,0,1,"5,456","5,457",0.02
September 30 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
February 29 2024,Albemarle,VA,Passenger,2,0,2,14,16,12.5
June 30 2018,Santa Rosa,FL,Passenger,1,0,1,98,99,1.01
August 31 2018,Wahkiakum,WA,Passenger,1,1,2,"2,959","2,961",0.07
March 31 2018,Walla Walla,WA,Truck,0,0,0,"13,312","13,312",0
July 31 2018,Cowlitz,WA,Truck,0,0,0,"28,557","28,557",0
May 31 2021,Montgomery,MD,Passenger,2,1,3,233,236,1.27
June 30 2021,Grays Harbor,WA,Truck,0,0,0,"21,446","21,446",0
October 31 2021,Harrison,MS,Passenger,2,0,2,54,56,3.57
March 31 2019,Middlesex,MA,Passenger,1,1,2,119,121,1.65
July 31 2019,Charleston,SC,Passenger,1,0,1,120,121,0.83
August 31 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
December 31 2023,Benton,WA,Passenger,"1,378",638,"2,016","1,34,076","1,36,092",1.48
December 31 2017,Stevens,WA,Truck,0,0,0,"18,374","18,374",0
October 31 2020,Columbia,WA,Truck,0,0,0,"1,531","1,531",0
April 30 2022,Denton,TX,Passenger,2,0,2,65,67,2.99
June 30 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
December 31 2022,Lee,FL,Passenger,1,0,1,32,33,3.03
April 30 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
September 30 2022,Fairfax,VA,Truck,1,0,1,106,107,0.93
October 31 2019,Cowlitz,WA,Passenger,112,106,218,"73,557","73,775",0.3
February 28 2019,Okanogan,WA,Truck,0,0,0,"16,469","16,469",0
February 28 2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38
March 31 2019,Kern,CA,Passenger,0,1,1,227,228,0.44
January 31 2021,Anchorage,AK,Passenger,1,0,1,151,152,0.66
June 30 2022,Dorchester,SC,Passenger,1,0,1,66,67,1.49
April 30 2018,Tulsa,OK,Passenger,0,1,1,49,50,2
April 30 2023,Richmond,NY,Passenger,1,0,1,4,5,20
January 31 2024,Klickitat,WA,Passenger,185,75,260,"14,822","15,082",1.72
January 31 2024,Adams,WA,Passenger,31,14,45,"12,855","12,900",0.35
September 30 2023,Norfolk,VA,Passenger,1,2,3,257,260,1.15
September 30 2022,Lewis,WA,Truck,1,0,1,"26,338","26,339",0
March 31 2023,Klickitat,WA,Truck,6,0,6,"8,286","8,292",0.07
December 31 2023,Lincoln,WA,Truck,0,0,0,"4,735","4,735",0
October 31 2019,Lake,FL,Passenger,1,0,1,23,24,4.17
September 30 2023,DeKalb,GA,Passenger,2,0,2,36,38,5.26
February 29 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
October 31 2020,Clark,WA,Truck,0,0,0,"83,142","83,142",0
July 31 2022,Columbia,WA,Truck,0,0,0,"1,577","1,577",0
October 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
November 30 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
October 31 2022,Pend Oreille,WA,Passenger,18,12,30,"8,995","9,025",0.33
May 31 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
August 31 2017,Asotin,WA,Passenger,8,5,13,"12,438","12,451",0.1
August 31 2021,Lake,IL,Passenger,2,0,2,170,172,1.16
January 31 2023,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
October 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
November 30 2019,Benton,WA,Passenger,309,308,617,"1,35,081","1,35,698",0.45
April 30 2020,Lee,FL,Passenger,1,0,1,51,52,1.92
September 30 2018,Douglas,NE,Passenger,0,1,1,71,72,1.39
April 30 2023,,,Passenger,5,0,5,267,272,1.84
March 31 2020,Dakota,MN,Passenger,0,1,1,31,32,3.12
January 31 2020,Kootenai,ID,Passenger,1,1,2,232,234,0.85
December 31 2023,Galveston,TX,Passenger,0,1,1,13,14,7.14
July 31 2020,Cowlitz,WA,Passenger,146,117,263,"72,224","72,487",0.36
January 31 2024,Ventura,CA,Passenger,3,2,5,179,184,2.72
April 30 2018,Pacific,WA,Truck,0,0,0,"7,595","7,595",0
June 30 2018,Hawaii,HI,Passenger,1,0,1,74,75,1.33
January 31 2020,Cochise,AZ,Passenger,0,1,1,103,104,0.96
November 30 2022,Allegheny,PA,Passenger,1,0,1,61,62,1.61
August 31 2022,Kittitas,WA,Passenger,284,88,372,"29,593","29,965",1.24
October 31 2022,Garfield,WA,Passenger,1,3,4,"1,308","1,312",0.3
February 29 2024,King,WA,Truck,"1,164",2,"1,166","1,65,834","1,67,000",0.7
February 29 2020,Guadalupe,TX,Passenger,1,0,1,71,72,1.39
July 31 2021,Chelan,WA,Truck,0,0,0,"23,093","23,093",0
December 31 2022,Lincoln,WA,Truck,0,0,0,"4,841","4,841",0
March 31 2022,Suffolk,VA,Passenger,1,0,1,120,121,0.83
November 30 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
June 30 2023,Houston,GA,Passenger,1,0,1,29,30,3.33
October 31 2019,Clark,WA,Truck,0,0,0,"81,141","81,141",0
October 31 2021,Spokane,WA,Truck,0,0,0,"1,02,532","1,02,532",0
December 31 2022,Klickitat,WA,Truck,4,0,4,"8,234","8,238",0.05
August 31 2023,Adams,WA,Passenger,25,12,37,"13,078","13,115",0.28
October 31 2023,Solano,CA,Passenger,5,0,5,126,131,3.82
May 31 2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35
January 31 2018,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
April 30 2020,Osceola,FL,Passenger,1,0,1,42,43,2.33
April 30 2022,Maricopa,AZ,Passenger,7,4,11,"1,093","1,104",1
February 28 2018,Saratoga,NY,Passenger,1,1,2,67,69,2.9
April 30 2017,King,WA,Truck,8,1,9,"1,88,921","1,88,930",0
August 31 2018,Whatcom,WA,Truck,2,0,2,"42,395","42,397",0
February 29 2020,Shasta,CA,Passenger,1,0,1,39,40,2.5
January 31 2022,Columbia,WA,Passenger,6,2,8,"2,450","2,458",0.33
May 31 2022,Sacramento,CA,Passenger,2,1,3,223,226,1.33
February 28 2021,Milwaukee,WI,Passenger,1,0,1,45,46,2.17
September 30 2022,Marion,IA,Passenger,1,0,1,0,1,100
January 31 2018,Mason,WA,Passenger,65,75,140,"44,969","45,109",0.31
March 31 2020,Maricopa,AZ,Passenger,7,9,16,"1,552","1,568",1.02
February 29 2024,Okanogan,WA,Truck,10,0,10,"15,655","15,665",0.06
May 31 2017,Hawaii,HI,Passenger,1,0,1,88,89,1.12
December 31 2018,Portsmouth,VA,Passenger,0,1,1,82,83,1.2
November 30 2017,Norfolk,VA,Passenger,1,1,2,311,313,0.64
January 31 2020,Shelby,TN,Passenger,0,1,1,100,101,0.99
June 30 2019,Larimer,CO,Passenger,1,0,1,56,57,1.75
November 30 2023,Burlington,NJ,Passenger,2,2,4,84,88,4.55
November 30 2023,Denton,TX,Passenger,1,0,1,29,30,3.33
November 30 2017,St. Lucie,FL,Passenger,1,0,1,26,27,3.7
February 28 2021,Sevier,AR,Passenger,0,1,1,0,1,100
November 30 2021,Yakima,WA,Passenger,272,167,439,"1,68,582","1,69,021",0.26
July 31 2023,Okanogan,WA,Passenger,129,65,194,"26,106","26,300",0.74
April 30 2021,Pima,AZ,Passenger,2,1,3,310,313,0.96
December 31 2019,Monterey,CA,Passenger,0,1,1,186,187,0.53
November 30 2020,Garfield,WA,Truck,0,0,0,995,995,0
March 31 2017,Cowlitz,WA,Truck,0,0,0,"27,903","27,903",0
May 31 2018,Nueces,TX,Passenger,1,1,2,91,93,2.15
September 30 2023,Monterey,CA,Passenger,0,3,3,114,117,2.56
March 31 2023,Skagit,WA,Passenger,"1,022",383,"1,405","89,122","90,527",1.55
December 31 2022,Clark,WA,Passenger,"4,919","2,025","6,944","3,14,671","3,21,615",2.16
July 31 2021,Jefferson,NY,Passenger,0,1,1,222,223,0.45
September 30 2018,Sacramento,CA,Passenger,0,1,1,320,321,0.31
May 31 2023,Mason,WA,Truck,10,0,10,"20,728","20,738",0.05
October 31 2021,Solano,CA,Passenger,1,0,1,178,179,0.56
November 30 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
April 30 2023,Hamilton,OH,Passenger,1,0,1,31,32,3.12
September 30 2022,Cowlitz,WA,Passenger,368,180,548,"70,311","70,859",0.77
August 31 2017,Virginia Beach,VA,Passenger,2,1,3,640,643,0.47
January 31 2018,Garfield,WA,Passenger,1,0,1,"1,329","1,330",0.08
March 31 2020,Columbia,OR,Passenger,1,0,1,27,28,3.57
December 31 2023,Caddo,LA,Passenger,2,0,2,8,10,20
March 31 2019,Skamania,WA,Truck,0,0,0,"4,016","4,016",0
March 31 2020,Orange,CA,Passenger,7,2,9,524,533,1.69
December 31 2018,Tulsa,OK,Passenger,1,1,2,51,53,3.77
January 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
February 28 2023,Yellowstone,MT,Passenger,0,1,1,14,15,6.67
September 30 2018,Island,WA,Truck,0,0,0,"21,087","21,087",0
June 30 2017,Mason,WA,Truck,0,0,0,"19,267","19,267",0
February 29 2024,Bexar,TX,Passenger,0,3,3,307,310,0.97
June 30 2020,Cowlitz,WA,Truck,0,0,0,"28,863","28,863",0
March 31 2020,El Paso,TX,Passenger,3,0,3,444,447,0.67
December 31 2021,St. Clair,IL,Passenger,1,0,1,123,124,0.81
January 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20
November 30 2018,Rogers,OK,Passenger,1,0,1,7,8,12.5
December 31 2019,Oldham,KY,Passenger,0,1,1,4,5,20
July 31 2021,San Juan,WA,Passenger,443,139,582,"14,234","14,816",3.93
September 30 2019,Clark,NV,Passenger,5,2,7,701,708,0.99
May 31 2021,Adams,WA,Truck,0,0,0,"5,373","5,373",0
June 30 2018,DeKalb,GA,Passenger,1,0,1,82,83,1.2
December 31 2020,Columbia,WA,Truck,0,0,0,"1,542","1,542",0
February 29 2024,Marin,CA,Passenger,1,1,2,25,27,7.41
December 31 2021,Bartow,GA,Passenger,0,1,1,4,5,20
January 31 2018,Klickitat,WA,Passenger,24,26,50,"14,933","14,983",0.33
October 31 2023,Whitman,WA,Truck,5,0,5,"8,626","8,631",0.06
September 30 2018,Middlesex,MA,Passenger,0,1,1,140,141,0.71
March 31 2020,Palm Beach,FL,Passenger,0,3,3,79,82,3.66
March 31 2020,Ferry,WA,Passenger,5,3,8,"4,366","4,374",0.18
September 30 2023,Adams,WA,Truck,3,0,3,"5,338","5,341",0.06
November 30 2020,Suffolk,VA,Passenger,1,0,1,123,124,0.81
February 28 2023,Ray,MO,Passenger,0,1,1,0,1,100
March 31 2023,Newport News,VA,Passenger,1,0,1,107,108,0.93
April 30 2019,Chelan,WA,Truck,0,0,0,"22,171","22,171",0
October 31 2021,Honolulu,HI,Passenger,5,3,8,406,414,1.93
May 31 2021,Bexar,TX,Passenger,2,4,6,563,569,1.05
August 31 2022,Albemarle,VA,Passenger,3,0,3,19,22,13.64
November 30 2022,San Bernardino,CA,Passenger,2,1,3,323,326,0.92
May 31 2022,St. Mary's,MD,Passenger,1,0,1,194,195,0.51
February 29 2020,Lee,FL,Passenger,1,0,1,52,53,1.89
January 31 2022,Salt Lake,UT,Passenger,1,1,2,163,165,1.21
February 28 2017,Ferry,WA,Truck,0,0,0,"3,562","3,562",0
February 28 2018,Ferry,WA,Truck,0,0,0,"3,528","3,528",0
September 30 2023,Benton,WA,Passenger,"1,265",612,"1,877","1,35,023","1,36,900",1.37
May 31 2019,Skagit,WA,Passenger,292,200,492,"91,693","92,185",0.53
March 31 2020,Ada,ID,Passenger,0,1,1,301,302,0.33
February 28 2023,Prince William,VA,Passenger,1,2,3,176,179,1.68
May 31 2022,Tarrant,TX,Passenger,2,0,2,128,130,1.54
March 31 2022,Wake,NC,Passenger,1,0,1,107,108,0.93
September 30 2019,Stevens,WA,Passenger,27,28,55,"31,654","31,709",0.17
December 31 2022,Douglas,WA,Passenger,168,58,226,"28,490","28,716",0.79
February 28 2023,Garfield,WA,Passenger,1,3,4,"1,311","1,315",0.3
January 31 2017,Whitman,WA,Truck,0,0,0,"8,404","8,404",0
September 30 2022,Norfolk,VA,Passenger,3,3,6,285,291,2.06
August 31 2022,Portsmouth,VA,Passenger,0,1,1,84,85,1.18
February 28 2017,Douglas,OR,Passenger,0,1,1,79,80,1.25
February 28 2022,Plaquemines,LA,Passenger,0,1,1,19,20,5
December 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
January 31 2022,El Paso,CO,Passenger,3,0,3,678,681,0.44
February 28 2019,Grant,WA,Truck,0,0,0,"26,310","26,310",0
November 30 2018,Ada,ID,Passenger,0,2,2,325,327,0.61
July 31 2017,Garfield,WA,Passenger,0,0,0,"1,296","1,296",0
April 30 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
August 31 2017,Skamania,WA,Passenger,10,7,17,"8,569","8,586",0.2
October 31 2017,Lane,OR,Passenger,0,1,1,217,218,0.46
November 30 2021,Sonoma,CA,Passenger,0,1,1,94,95,1.05
June 30 2023,Island,WA,Truck,32,0,32,"21,055","21,087",0.15
January 31 2023,Whatcom,WA,Truck,37,0,37,"42,974","43,011",0.09
October 31 2018,St. Clair,IL,Passenger,0,1,1,166,167,0.6
November 30 2022,Middlesex,NJ,Passenger,1,0,1,19,20,5
March 31 2017,Los Angeles,CA,Passenger,2,1,3,"1,382","1,385",0.22
August 31 2020,Whatcom,WA,Truck,3,0,3,"43,274","43,277",0.01
February 29 2024,Orange,FL,Passenger,1,0,1,39,40,2.5
March 31 2018,Columbia,WA,Truck,0,0,0,"1,532","1,532",0
August 31 2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76
September 30 2023,Skagit,WA,Truck,27,0,27,"31,672","31,699",0.09
January 31 2023,Newport,RI,Passenger,0,1,1,60,61,1.64
March 31 2022,Collin,TX,Passenger,3,0,3,105,108,2.78
November 30 2021,Orange,CA,Passenger,5,2,7,422,429,1.63
May 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20
May 31 2019,Fairfax,VA,Passenger,4,2,6,789,795,0.75
December 31 2019,Washington,OR,Passenger,1,0,1,464,465,0.22
June 30 2023,Alexandria,VA,Passenger,3,1,4,87,91,4.4
September 30 2019,Kent,MI,Passenger,0,1,1,25,26,3.85
June 30 2021,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
January 31 2019,Williamson,TX,Passenger,0,1,1,154,155,0.65
February 28 2023,Pierce,WA,Truck,111,0,111,"1,38,588","1,38,699",0.08
December 31 2022,Riverside,CA,Passenger,7,0,7,429,436,1.61
October 31 2023,San Diego,CA,Passenger,16,8,24,"1,939","1,963",1.22
April 30 2019,Montgomery,TX,Passenger,2,0,2,64,66,3.03
September 30 2018,San Diego,CA,Passenger,8,2,10,"2,564","2,574",0.39
June 30 2018,El Paso,TX,Passenger,1,0,1,521,522,0.19
January 31 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
March 31 2020,Camden,NJ,Passenger,0,2,2,20,22,9.09
May 31 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
January 31 2022,Hennepin,MN,Passenger,3,0,3,68,71,4.23
December 31 2020,Nassau,FL,Passenger,1,0,1,35,36,2.78
April 30 2021,Benton,WA,Passenger,494,377,871,"1,36,048","1,36,919",0.64
November 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,65,66,1.52
May 31 2017,Kitsap,WA,Truck,1,0,1,"52,376","52,377",0
October 31 2020,Stevens,WA,Passenger,36,39,75,"30,353","30,428",0.25
April 30 2022,Whitman,WA,Passenger,83,56,139,"22,022","22,161",0.63
October 31 2022,Jefferson,NY,Passenger,1,1,2,210,212,0.94
February 28 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
September 30 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
December 31 2021,Jefferson,WA,Truck,0,0,0,"9,597","9,597",0
April 30 2021,Stevens,WA,Truck,0,0,0,"18,871","18,871",0
April 30 2018,San Juan,WA,Passenger,141,53,194,"13,955","14,149",1.37
December 31 2021,Pend Oreille,WA,Passenger,18,9,27,"9,123","9,150",0.3
June 30 2017,Alameda,CA,Passenger,1,1,2,369,371,0.54
November 30 2020,Orange,FL,Passenger,1,0,1,122,123,0.81
February 28 2017,Guilford,NC,Passenger,1,0,1,33,34,2.94
January 31 2024,Pinal,AZ,Passenger,1,0,1,61,62,1.61
April 30 2022,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
November 30 2018,Camden,NJ,Passenger,0,1,1,26,27,3.7
November 30 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
December 31 2017,Kitsap,WA,Truck,1,0,1,"52,688","52,689",0
November 30 2017,Wahkiakum,WA,Truck,0,0,0,"1,661","1,661",0
February 29 2024,Wahkiakum,WA,Truck,4,0,4,"1,695","1,699",0.24
August 31 2019,Cumberland,NC,Passenger,0,2,2,507,509,0.39
June 30 2020,Gwinnett,GA,Passenger,1,0,1,75,76,1.32
July 31 2023,San Mateo,CA,Passenger,2,0,2,61,63,3.17
March 31 2022,Harris,TX,Passenger,1,0,1,173,174,0.57
May 31 2018,Juneau,AK,Passenger,0,1,1,46,47,2.13
June 30 2019,Collier,FL,Passenger,1,0,1,19,20,5
October 31 2019,Collier,FL,Passenger,1,0,1,19,20,5
March 31 2019,,,Passenger,5,2,7,414,421,1.66
August 31 2021,King,WA,Truck,5,1,6,"1,83,996","1,84,002",0
January 31 2022,Arlington,VA,Passenger,1,0,1,137,138,0.72
December 31 2020,Anne Arundel,MD,Passenger,1,1,2,399,401,0.5
December 31 2021,Plaquemines,LA,Passenger,0,1,1,19,20,5
November 30 2020,Okaloosa,FL,Passenger,0,1,1,143,144,0.69
December 31 2022,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
January 31 2018,Whatcom,WA,Passenger,548,238,786,"1,45,485","1,46,271",0.54
July 31 2022,Montgomery,MD,Passenger,4,2,6,204,210,2.86
March 31 2020,Pacific,WA,Truck,0,0,0,"7,710","7,710",0
July 31 2019,Mason,WA,Truck,0,0,0,"20,405","20,405",0
July 31 2023,Monterey,CA,Passenger,0,3,3,118,121,2.48
May 31 2020,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
April 30 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
July 31 2020,Eagle,CO,Passenger,1,0,1,8,9,11.11
November 30 2021,Kauai,HI,Passenger,1,0,1,19,20,5
April 30 2017,Douglas,WA,Truck,0,0,0,"11,450","11,450",0
September 30 2017,Tarrant,TX,Passenger,1,0,1,234,235,0.43
August 31 2021,Kings,CA,Passenger,1,0,1,330,331,0.3
February 28 2017,Duval,FL,Passenger,1,1,2,369,371,0.54
August 31 2023,Anchorage,AK,Passenger,1,0,1,93,94,1.06
February 28 2023,Jefferson,NY,Passenger,2,1,3,198,201,1.49
December 31 2018,Goochland,VA,Passenger,0,1,1,246,247,0.4
April 30 2017,Travis,TX,Passenger,1,1,2,198,200,1
April 30 2017,Deschutes,OR,Passenger,1,0,1,203,204,0.49
November 30 2022,Bell,TX,Passenger,1,0,1,309,310,0.32
September 30 2023,Brevard,FL,Passenger,1,0,1,52,53,1.89
October 31 2021,Calvert,MD,Passenger,0,2,2,85,87,2.3
November 30 2022,New Haven,CT,Passenger,0,2,2,31,33,6.06
December 31 2022,Lewis,WA,Truck,1,0,1,"26,282","26,283",0
November 30 2018,Richland,SC,Passenger,0,1,1,165,166,0.6
August 31 2018,Douglas,NE,Passenger,0,1,1,73,74,1.35
September 30 2023,Lincoln,OR,Passenger,0,1,1,13,14,7.14
October 31 2020,Mason,WA,Truck,0,0,0,"20,826","20,826",0
August 31 2022,Washtenaw,MI,Passenger,0,1,1,28,29,3.45
February 29 2020,Columbia,OR,Passenger,1,0,1,28,29,3.45
April 30 2021,San Diego,CA,Passenger,17,4,21,"2,659","2,680",0.78
January 31 2019,El Paso,CO,Passenger,3,1,4,773,777,0.51
November 30 2022,Escambia,FL,Passenger,0,1,1,145,146,0.68
July 31 2022,New Haven,CT,Passenger,0,2,2,33,35,5.71
January 31 2020,Grant,WA,Passenger,58,71,129,"65,611","65,740",0.2
November 30 2020,Douglas,WA,Passenger,82,43,125,"28,125","28,250",0.44
February 29 2024,San Diego,CA,Passenger,15,9,24,"1,763","1,787",1.34
December 31 2019,Multnomah,OR,Passenger,4,6,10,744,754,1.33
March 31 2022,Orange,FL,Passenger,2,0,2,103,105,1.9
October 31 2017,Dakota,MN,Passenger,0,2,2,39,41,4.88
January 31 2023,Geary,KS,Passenger,1,0,1,76,77,1.3
September 30 2023,St. Louis,MN,Passenger,0,1,1,6,7,14.29
